FE1,FE2,FE3,FE4,FE5,FE6,FE7,FE8,FE9,FE10,FE11,FE12,FE13,FE14,FE15,FE16,FE17,FE18,FE19,FE20,FE21,FE22,FE23,FE24,FE25,FE26,FE27,FE28,FE29,FE30,FE31,FE32,Age,Race,Gender,Education,Industry,Occupation,Hours,Years,WorkSituation,OOP1,OOP2,OOP3,OOP4,OOP5,FO1,FO2,FO3,FO4,FO5,FO6,FO7,FO8,FO9,FO10,FO11,FO12,FO13,FO14,FO15,FO16,FO17,FO18,FO19,FO20,RF1,RF2,RF3,RF4,RF5,RF6,RF7,RF8,RF9,RF10,RF11,RF12,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,GO1,GO2,GO3,GO4,GO5,GO6,GO7,GO8,GO9,GO10,GO11,GO12,GO13,class,ID
6,5,3,6,5,2,2,3,2,6,4,5,1,2,5,3,6,3,2,1,1,2,4,1,7,1,7,5,1,2,4,1,33,1,2,2,4,Insurance Specialist,40,30,5,6,6,4,6,5,4,3,4,3,3,4,4,5,5,4,5,4,3,4,3,2,2,4,2,3,4,5,5,5,5,5,5,4,4,3,3,2,1,1,1,1,1,1,1,5,4,4,4,4,5,4,4,4,5,4,5,6,2,189
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,2,6,6,7,7,7,7,7,1,1,7,1,1,1,7,7,42,1,2,5,4,Healthcare office manager,40,40,6,7,7,5,6,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,5,5,5,4,4,4,3,4,3,3,3,3,3,3,3,3,7,7,7,6,6,3,3,3,3,2,1,3,3,3,132
6,5,3,5,5,5,5,5,5,3,5,5,3,3,5,6,3,5,5,5,5,5,5,5,3,1,6,3,2,3,6,6,30,1,2,6,4,Social Work,40,25,1,6,6,5,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,3,3,4,4,4,4,4,3,4,3,2,2,3,3,3,3,3,3,3,3,2,6,6,6,2,2,2,2,2,4,6,6,6,2,337
6,6,2,6,6,5,5,6,6,1,7,7,1,1,6,6,3,5,5,5,5,5,5,6,2,2,7,2,1,2,6,6,24,,2,6,10,Senior Consultant,40,18,5,7,6,5,5,3,4,4,5,4,4,5,5,4,4,5,4,4,4,4,4,2,4,4,4,4,5,5,5,5,5,5,4,4,4,3,3,4,6,6,6,6,3,6,3,5,5,5,6,6,3,4,4,5,6,2,2,6,3,79
6,1,7,1,1,1,1,1,1,7,1,1,4,4,3,1,7,1,1,4,5,5,5,1,1,1,7,1,1,1,1,1,29,,2,3,10,Chef,40,20,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,3,4,3,3,3,2,1,1,1,1,1,1,1,7,7,7,7,7,1,1,7,4,2,2,2,2,1,327
7,7,1,6,6,7,7,7,7,1,7,7,1,1,7,7,3,6,6,5,5,6,5,5,2,4,4,5,1,1,3,4,29,4,2,5,8,E-commerce specialist,40,22,6,6,6,2,3,2,4,4,4,4,4,4,4,2,3,3,3,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,6,7,6,6,5,5,5,7,7,6,6,6,5,5,5,5,4,4,3,3,3,571
6,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,6,6,7,5,7,1,1,7,2,1,2,7,7,33,1,1,4,5,Program Manager,45,30,5,6,6,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,5,3,3,2,3,4,4,3,3,3,3,3,6,5,6,5,5,3,4,5,4,4,3,4,4,3,35
7,7,1,7,7,6,6,7,6,1,7,7,1,1,7,7,1,7,7,6,6,6,6,7,1,1,1,1,1,1,7,6,26,1,2,2,8,general manager,40,26,6,6,7,5,6,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,3,4,4,5,5,5,5,5,5,4,5,5,5,4,4,5,2,2,2,2,2,2,2,7,7,7,6,7,7,6,7,6,1,1,1,1,3,533
6,6,4,4,6,4,4,4,4,4,6,6,2,2,6,4,6,2,2,4,6,4,4,6,5,2,6,2,2,4,4,4,34,1,2,3,10,court clerk,40,32,1,4,4,4,4,4,3,3,3,3,3,4,4,2,4,4,4,3,3,3,3,3,3,4,4,4,4,5,5,4,4,5,3,3,3,2,3,1,1,2,2,2,2,2,2,5,5,5,4,4,1,1,1,1,4,1,4,4,2,279
7,6,1,1,7,6,7,7,6,1,6,4,1,1,5,6,3,6,6,7,7,7,7,5,2,2,6,2,1,4,7,6,50,,2,6,10,Senior Computer Programmer,55,47,1,6,7,1,6,5,4,3,3,4,3,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,3,3,2,2,4,2,2,2,1,1,1,7,7,7,7,7,4,4,5,5,7,1,4,4,3,244
6,6,6,6,6,6,6,6,6,2,6,6,6,2,6,6,2,6,6,6,6,6,6,7,2,2,6,2,2,2,6,6,21,1,2,4,10,Deputy county clerk,40,23,1,6,6,2,5,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,5,6,6,6,5,3,5,6,3,3,3,5,3,3,111
6,5,2,6,6,6,6,5,5,2,6,5,1,1,4,5,3,5,4,6,6,6,7,7,1,1,7,1,1,1,5,6,13,,2,5,10,Receptionist,40,12,1,6,6,5,3,3,4,4,4,2,2,5,4,2,4,5,2,4,4,4,2,1,1,2,1,2,4,4,4,4,5,3,3,3,2,3,3,2,5,6,6,6,7,7,6,1,1,1,1,1,1,1,1,2,5,4,6,6,3,517
6,6,2,6,6,5,5,6,5,3,5,5,6,2,5,3,5,3,2,5,5,6,5,3,5,3,5,6,3,5,6,3,23,,1,4,10,senior mortgage loan processo,42,21,6,6,6,3,5,5,4,4,4,3,4,5,4,2,4,5,5,4,4,5,5,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,6,5,3,5,5,3,5,5,6,6,2,2,6,6,5,6,6,2,6,6,2,143
6,5,6,5,5,5,5,5,5,2,5,5,5,2,5,5,3,6,6,6,6,2,6,6,6,2,2,3,2,2,6,5,15,1,2,2,8,Sales Manager,40,10,1,5,5,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,5,5,3,3,3,5,3,5,3,5,5,5,5,5,5,3,3,5,5,2,88
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,2,6,6,6,6,6,6,6,2,2,6,2,2,2,6,6,17,1,2,5,4,Registered Nurse,40,6,5,5,6,2,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3,2,2,2,5,5,5,5,5,5,5,3,3,5,2,2,5,3,350
6,6,2,7,6,5,6,2,5,5,7,6,2,1,7,7,2,6,6,4,3,4,4,4,2,1,7,5,1,1,5,1,21,1,1,5,1,IT Technical Support Speciali,45,12,6,6,5,4,5,4,4,2,4,5,4,5,5,3,4,4,2,4,4,4,5,4,3,4,2,2,3,5,3,4,4,5,3,4,3,2,2,3,3,3,3,3,1,1,1,5,2,3,5,3,1,1,1,1,1,1,1,1,2,318
2,1,2,2,2,2,1,2,2,2,1,2,2,5,3,2,5,2,2,5,6,5,4,4,4,5,3,2,5,4,2,2,19,1,1,6,3,Teacher,40,13,1,7,7,4,7,6,2,1,1,1,2,1,1,1,1,1,3,1,1,2,1,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,5,6,6,5,5,5,5,4,5,5,2,5,4,4,4,5,4,4,4,4,1,53
6,5,2,5,4,5,5,6,5,3,6,6,2,2,6,4,4,4,3,6,6,6,6,5,4,2,5,2,3,5,5,5,12,1,2,5,4,Customer Experience Agent.,40,10,5,5,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,5,3,5,3,1,2,3,3,1,1,1,1,1,1,3,4,2,3,2,1,2,1,3,3,3,3,3,2,12
6,6,3,6,6,5,5,6,6,2,5,5,2,2,5,5,4,4,4,6,4,4,4,4,5,5,2,5,2,4,4,2,37,1,2,5,3,teacher,35,30,1,6,6,5,6,6,3,3,3,3,3,4,4,3,3,3,3,3,2,2,3,4,3,4,4,4,5,5,5,5,5,5,5,5,4,5,2,4,1,4,3,3,3,3,3,5,5,5,5,4,1,1,1,1,4,1,4,4,2,223
5,5,3,6,5,5,5,4,4,2,5,6,2,2,6,5,3,5,5,5,3,4,5,3,4,6,3,5,2,2,4,3,21,2,2,6,10,claims specialist,40,19,1,5,5,3,4,5,4,4,5,5,4,4,4,2,4,4,3,4,4,4,4,4,3,5,4,4,5,5,5,4,4,4,3,3,2,4,4,4,3,2,2,2,2,2,1,5,6,5,5,6,5,5,4,5,5,4,4,5,2,376
6,6,2,6,6,6,6,5,5,3,6,6,2,2,6,6,3,5,5,6,4,5,5,5,3,2,5,2,2,3,6,4,40,1,1,6,9,IT Manager,40,32,1,5,5,5,4,3,4,4,4,3,3,5,4,3,4,4,3,3,4,4,3,5,3,4,4,4,2,4,3,4,4,3,3,3,4,3,4,3,6,6,5,4,5,6,6,5,4,5,4,4,4,4,5,4,3,3,3,4,3,150
6,6,2,6,7,7,7,6,6,1,7,6,1,1,7,7,1,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,9,,2,3,8,Sales Associate,40,3,1,7,6,3,5,3,4,4,4,5,4,5,4,4,5,4,2,2,4,4,1,4,5,5,5,5,4,4,4,4,4,3,3,3,5,3,3,4,7,6,6,7,7,7,7,3,2,3,1,3,7,5,7,3,7,7,7,7,3,368
7,7,4,7,7,7,7,7,7,7,7,7,7,1,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,1,1,5,2,Software engineer,40,5,6,4,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,124
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,1,7,7,6,7,7,6,6,2,1,7,1,2,1,7,7,17,1,2,5,3,compliance coordinator,40,15,5,5,5,1,3,3,5,5,5,5,5,5,5,3,5,4,5,5,5,4,4,4,2,4,3,4,5,5,5,5,5,5,5,5,4,4,4,4,6,5,5,6,4,4,3,2,2,2,2,2,1,1,5,6,4,3,3,4,3,41
6,5,1,6,6,5,5,6,6,3,7,6,1,2,7,5,6,3,6,2,5,5,5,3,6,3,3,6,2,3,6,4,40,1,1,5,9,Finance,60,33,6,5,6,5,5,6,4,2,4,5,4,5,5,2,2,4,4,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,3,4,3,3,5,3,3,3,1,7,5,7,5,7,4,2,2,2,1,2,3,4,2,355
5,5,3,5,4,5,5,5,5,3,4,3,5,5,4,3,6,2,2,6,6,6,6,3,5,5,2,3,4,3,3,2,49,1,2,2,9,HOSPITAL CAFETERIA WORKER,36,46,1,5,5,4,5,4,4,4,5,3,4,5,4,4,5,4,4,4,3,4,4,3,3,4,3,4,4,5,5,5,5,4,3,4,3,3,3,2,2,3,2,2,2,2,3,4,2,2,4,2,3,2,6,4,6,5,5,5,2,303
6,6,2,6,5,5,5,3,3,6,6,7,2,2,7,7,2,6,6,3,5,3,3,6,2,2,6,3,2,2,6,6,34,1,1,6,9,government employee,40,24,1,2,5,1,2,3,4,4,5,5,4,5,5,2,5,5,4,4,2,4,2,3,4,4,4,4,4,4,3,3,4,4,3,3,2,5,3,2,2,3,3,6,6,5,3,5,6,5,5,5,2,6,5,5,6,3,5,6,3,204
6,6,2,6,6,6,6,6,6,2,6,5,2,2,5,5,2,6,5,5,6,6,6,6,2,2,6,2,2,2,6,6,18,2,1,3,3,Program Manager,40,15,6,5,5,2,3,2,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,4,5,5,5,4,5,5,4,4,5,3,3,2,2,2,2,3,3,2,2,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,311
7,7,1,7,7,7,6,7,6,1,6,5,1,1,6,6,2,6,6,7,6,5,6,6,1,2,6,2,1,1,6,5,32,1,1,3,10,team lead/DevOps,45,31,6,5,7,5,5,3,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,2,1,1,1,1,1,1,6,7,6,3,6,6,6,6,6,2,2,2,6,3,281
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,1,1,7,7,39,1,1,6,7,manager,35,16,6,5,7,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,3,39
6,1,7,6,6,6,5,5,1,1,5,1,1,1,5,4,1,6,6,6,1,1,6,1,7,7,1,7,1,1,1,1,33,1,2,3,8,Resolution Specialist Risk,42,22,5,5,7,5,7,6,4,4,4,4,4,4,5,5,5,3,1,4,3,3,2,2,5,5,5,5,4,5,5,5,5,5,4,4,4,3,4,5,7,6,5,7,6,6,6,7,7,7,6,7,7,7,6,4,3,3,5,5,2,322
6,6,3,6,6,6,6,6,6,6,6,6,2,2,6,6,2,6,6,6,6,6,6,6,2,2,6,2,2,2,6,6,10,1,2,5,4,Medical Student,12,3,1,4,5,4,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,4,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,5,7,5,7,5,5,5,6,6,6,6,6,2,5,6,6,2,2,2,2,3,515
7,7,1,7,7,7,7,7,7,1,7,7,1,1,6,7,1,6,6,6,6,6,6,6,1,1,6,1,1,1,6,6,28,1,2,4,4,Senior Account Manager,40,25,5,6,6,4,6,2,4,2,2,3,3,4,4,2,4,5,3,3,3,3,4,3,2,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,3,3,6,3,3,3,5,5,5,6,5,4,5,6,6,5,5,3,3,3,548
6,5,2,6,5,6,5,5,5,4,5,4,5,4,3,3,4,5,3,3,2,2,5,6,6,3,7,1,3,1,4,2,31,1,1,4,10,Forklift Operator,40,20,1,5,6,4,5,6,4,2,4,4,5,5,4,3,4,2,4,4,4,5,3,2,2,4,3,3,3,5,5,4,5,5,4,4,5,4,4,5,3,2,5,3,2,3,2,7,6,7,6,6,7,5,7,6,2,2,1,5,2,407
6,5,3,5,5,5,5,5,5,3,6,5,2,2,4,5,2,5,5,4,4,4,5,5,2,2,5,4,4,2,4,4,31,1,2,6,3,teacher,40,26,1,5,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,3,4,4,4,5,5,4,4,5,4,5,4,3,4,4,4,3,3,3,3,3,3,3,5,5,5,4,5,4,5,4,5,5,4,4,4,2,297
6,6,2,6,6,6,6,6,6,2,6,6,2,2,6,6,2,6,5,5,4,4,4,6,2,2,5,3,2,2,6,4,38,1,2,5,3,Reading Interventionist,40,35,1,5,5,3,3,2,4,4,4,3,3,5,4,3,4,3,4,4,4,4,2,4,3,4,4,4,5,5,5,5,5,5,4,4,3,3,2,3,3,3,3,3,3,1,1,3,4,4,3,4,1,3,1,3,4,4,4,4,3,419
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,1,4,6,6,2,6,6,6,26,2,1,6,9,portfolio manager,40,13,6,6,6,6,6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,2,2,2,2,2,2,479
7,6,2,6,6,6,6,5,6,1,7,6,6,6,5,6,6,6,6,3,5,6,4,6,5,6,5,6,5,6,6,5,50,1,2,6,8,Safety officer,8,9,6,7,6,5,7,2,5,4,4,5,4,4,4,2,4,3,4,4,5,4,4,5,4,5,4,4,5,5,5,5,5,4,4,4,4,4,4,5,6,5,6,5,5,6,6,6,5,5,6,6,5,6,6,6,5,6,5,3,2,265
6,6,6,6,6,6,6,6,6,2,5,5,2,2,6,5,2,5,5,5,6,5,5,5,2,2,5,4,2,4,5,5,17,1,1,2,7,resistance welder,20,10,1,6,6,5,5,4,4,4,5,5,5,5,5,3,5,4,3,3,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,6,6,6,5,5,3,4,4,4,3,3,4,4,2,28
6,7,2,7,7,6,6,6,5,2,6,6,6,1,5,6,3,6,5,6,6,6,5,6,3,2,7,2,1,2,5,6,14,2,1,4,3,Testing Technician at a local,40,3,1,3,6,3,5,6,5,4,4,4,4,5,4,4,5,4,4,4,2,4,4,4,2,5,5,4,5,5,5,5,4,4,3,4,3,3,2,2,3,1,3,1,1,1,1,6,5,6,5,6,5,5,2,5,2,2,2,2,3,393
7,6,2,6,7,6,6,6,7,1,6,6,6,1,6,6,5,3,3,4,4,4,3,4,1,1,7,6,4,4,3,2,54,1,2,5,3,Paraprofessional,32,21,1,7,6,5,7,3,4,4,4,4,4,5,5,4,5,4,4,4,4,4,2,3,4,4,4,4,5,5,5,4,4,4,5,5,5,3,3,3,1,3,3,3,3,2,2,6,7,7,4,5,3,5,5,3,3,1,2,5,2,275
5,6,6,6,6,5,6,6,6,6,6,6,2,2,5,6,3,5,5,7,6,6,6,6,6,5,3,3,2,2,6,6,24,1,1,3,8,sales executive,40,20,6,6,6,2,2,2,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,7,6,7,7,6,6,6,2,5,3,5,2,2,2,5,4,2,2,5,5,2,435
7,7,1,6,6,6,6,6,6,2,7,6,1,1,6,6,2,6,6,6,6,6,6,7,2,2,5,3,2,2,6,5,29,1,1,6,3,Librarian,40,21,6,3,5,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,2,4,4,3,3,4,2,2,3,3,3,3,3,3,3,7,7,7,7,7,4,3,5,7,2,2,2,2,3,180
6,6,2,6,6,6,6,6,6,2,6,5,2,5,5,5,3,5,4,5,5,5,6,5,6,2,7,3,2,4,4,4,35,1,2,6,3,Assistant Principal,40,33,1,6,7,6,7,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,3,4,4,3,4,5,5,5,5,5,5,4,4,4,3,2,2,3,3,3,4,3,3,2,5,5,4,5,5,3,5,1,1,4,3,3,3,2,426
6,3,5,2,3,1,1,1,1,1,1,1,5,7,1,5,7,5,2,7,7,7,7,5,7,7,1,7,7,7,1,1,21,1,2,5,6,supervisor in government,50,17,1,7,6,7,5,6,3,4,4,3,2,4,4,2,4,3,4,4,5,4,4,4,5,5,5,4,5,5,4,5,4,3,3,4,4,4,5,4,5,3,2,5,3,3,3,5,6,5,5,6,3,5,6,5,3,3,3,5,1,138
6,6,5,6,6,5,5,5,5,5,6,6,5,5,6,6,4,4,5,5,6,5,4,4,5,5,4,5,5,6,4,4,17,1,1,5,8,sales manager,40,13,5,5,4,4,5,2,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,5,5,3,4,4,4,3,3,4,4,4,4,4,4,5,2,287
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,3,7,7,6,6,6,6,6,2,2,4,2,1,1,7,7,19,1,1,5,4,senior Clinical Research Coor,40,20,6,5,6,4,3,2,5,4,5,5,4,5,5,3,3,4,5,5,5,5,4,4,5,4,4,4,4,5,5,4,5,5,4,4,3,4,4,4,6,6,4,3,2,2,2,5,5,5,7,5,2,2,4,6,3,3,6,4,3,457
6,5,3,5,5,5,5,5,5,3,6,6,2,3,5,6,3,5,5,7,6,6,6,6,3,5,3,3,2,5,6,6,30,1,1,5,10,Business process analyst,50,24,6,6,6,7,6,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,3,4,2,3,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,3,3,3,4,2,242
6,6,1,6,6,6,6,6,6,1,6,6,1,1,6,6,1,6,6,6,6,6,5,6,2,2,6,2,2,2,6,6,33,1,2,4,5,HR Manager,45,30,1,5,6,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,4,3,5,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,388
6,6,1,6,6,6,6,6,6,1,6,6,6,1,6,6,2,6,4,5,5,5,4,6,2,3,5,1,1,1,6,6,31,4,1,6,4,manager,40,17,6,5,5,4,5,3,5,4,4,5,4,5,5,4,5,3,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,3,4,2,4,4,4,6,5,5,5,4,4,4,5,6,6,6,6,6,5,6,6,4,5,7,6,3,555
5,5,3,5,4,5,4,2,3,6,4,5,5,4,5,4,5,3,6,4,4,2,5,5,4,7,7,3,5,2,4,5,12,1,1,6,6,Lawyer,30,5,6,5,4,3,2,6,4,2,4,2,5,3,2,4,2,5,3,2,4,2,4,3,3,2,3,3,4,3,4,5,3,4,4,5,2,3,3,3,3,5,4,6,3,4,7,6,5,6,4,5,3,5,4,6,3,4,5,4,2,338
6,5,4,5,5,2,6,3,4,5,3,2,6,6,2,3,6,2,2,4,5,5,5,3,6,6,2,3,5,6,2,1,40,1,2,6,10,Quality Assurance Coordinator,40,37,6,5,6,5,5,5,4,4,5,5,4,5,5,4,5,4,5,5,5,5,5,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,3,3,3,3,2,2,2,7,7,7,6,6,1,5,6,6,2,2,2,3,1,175
7,5,3,6,6,5,5,5,6,2,6,6,1,2,6,6,1,6,6,6,5,6,6,5,2,2,6,2,2,2,6,6,10,5,1,6,4,Associate Marriage and Family,36,5,6,6,7,7,7,7,4,5,5,5,5,5,5,4,5,5,4,4,5,4,2,2,4,4,5,5,4,5,5,4,5,4,5,4,4,4,5,4,3,2,3,3,3,2,3,7,7,7,6,7,2,2,3,2,1,1,1,1,3,141
5,5,4,5,5,5,3,3,2,3,4,4,3,6,2,4,4,5,5,2,3,3,3,5,4,1,7,2,3,2,5,5,19,1,1,2,10,electrical supervisor,45,21,1,4,5,3,5,4,4,4,3,5,4,4,4,2,4,5,1,2,2,2,1,5,5,5,4,4,5,4,4,4,4,4,4,5,4,5,5,5,3,4,2,3,3,2,2,6,7,5,6,5,1,5,7,7,2,4,2,2,2,578
6,3,7,3,1,4,2,1,2,7,1,5,7,6,5,5,4,4,5,7,5,5,4,4,2,3,5,4,3,6,4,5,16,4,1,6,10,Scientist,20,5,1,6,6,4,4,4,4,5,5,3,3,4,4,2,3,3,3,4,5,3,4,3,3,2,2,2,5,4,5,5,5,3,4,4,5,5,5,4,5,4,4,5,3,4,4,4,5,5,7,5,4,6,5,5,4,2,2,2,1,528
6,5,6,6,5,5,6,5,6,6,6,6,5,6,6,5,5,6,5,5,5,5,6,5,2,3,3,3,3,3,6,3,19,4,1,6,8,demand planner,40,12,6,3,5,2,3,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,6,5,6,5,6,6,6,5,6,6,6,5,5,2,395
5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,2,4,5,5,2,2,6,2,2,2,5,5,17,1,2,2,6,legal biiliing,37,15,1,5,5,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,249
7,7,1,7,7,7,7,7,7,1,7,7,1,1,7,7,2,7,7,6,6,6,6,7,1,1,7,1,1,1,7,7,36,2,2,5,3,TEACHER,40,23,1,7,7,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,2,2,2,2,3,2,2,5,7,6,3,6,2,5,5,6,5,6,6,5,3,278
6,4,5,4,4,3,3,4,3,5,4,4,4,5,4,3,6,3,3,2,4,4,5,2,5,6,4,5,6,6,3,2,32,1,2,5,10,COO,50,31,1,3,5,6,5,5,4,4,4,4,5,5,5,2,4,4,3,4,4,4,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,3,3,4,4,5,5,6,4,4,4,5,5,5,6,5,4,4,6,4,4,4,4,2,1,245
1,1,7,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,4,6,2,7,4,7,1,1,19,1,1,6,4,Cyber Security Engineer,40,20,5,4,5,4,2,2,2,2,2,4,3,5,5,5,5,4,4,4,4,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,3,4,5,5,3,3,4,3,3,3,3,6,7,7,7,7,6,6,7,7,2,1,1,1,1,176
6,5,2,5,5,4,4,5,4,3,5,5,2,2,5,4,5,5,5,5,4,4,5,4,5,3,5,6,2,2,4,3,43,1,2,6,10,Librarian,40,40,6,3,4,5,5,4,4,4,4,3,3,3,4,2,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,4,2,2,2,2,2,2,2,3,4,3,3,4,3,3,4,4,5,5,5,5,2,432
6,1,6,3,2,1,1,1,1,7,1,1,7,7,1,1,7,1,1,1,2,2,2,5,2,2,6,7,4,4,1,1,28,1,1,5,8,Retail manager,40,22,1,6,6,6,6,7,2,2,4,4,2,4,4,4,4,4,2,4,4,4,2,2,2,4,2,2,4,4,4,4,4,3,3,3,3,2,3,3,3,5,5,5,5,5,5,1,1,1,1,1,6,5,6,5,7,7,7,7,1,487
7,6,2,6,6,6,6,6,6,2,6,6,2,2,6,7,2,6,6,2,5,6,6,6,2,3,6,2,1,2,6,6,41,1,2,5,10,Adminstrative Assistant,40,38,1,5,5,6,5,6,4,4,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,5,5,5,4,5,5,4,4,5,4,5,3,4,5,3,2,2,4,4,2,2,3,6,6,6,6,6,5,5,6,6,2,2,2,2,3,263
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,4,1,5,4,7,2,2,5,2,2,2,6,5,23,1,1,5,3,Technology Director,45,22,1,5,6,2,3,2,4,4,4,4,4,4,4,3,5,3,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,4,3,4,4,2,284
6,6,2,6,5,5,5,6,5,2,6,5,2,2,6,2,3,5,5,6,6,6,6,5,2,2,6,2,2,3,6,5,39,1,2,5,2,Administrative support,40,30,6,5,6,3,5,3,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,4,3,4,4,6,6,5,6,4,6,3,5,5,6,6,6,3,3,4,3,2,3,4,6,3,19
7,7,1,6,7,7,7,7,7,1,5,6,6,1,7,7,1,7,7,7,7,7,7,5,2,1,7,1,1,1,7,7,19,1,1,6,2,IT Manager,42,15,6,7,7,6,6,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,5,2,1,2,2,1,1,7,7,7,7,7,7,4,5,5,4,1,4,4,3,455
